servers,workload,cpu,energy,temperature,efficiency
4,76.65,71.69,120.19,37.66,55.07
4,77.11,67.54,113.19,37.84,56.1
4,77.35,70.45,118.51,38.03,53.64
4,77.71,74.37,123.88,38.25,55.14
4,77.74,81.74,128.01,38.48,52.19
4,76.93,66.46,119.9,38.68,47.26
4,75.94,73.23,116.91,38.87,54.05
4,75.31,65.96,117.63,39.05,55.63
3,73.98,64.67,99.88,39.17,69.79
4,72.33,65.75,111.43,39.33,48.85
4,71.43,62.86,111.35,39.49,52.59
4,69.44,59.5,101.87,39.61,55.83
4,68.8,61.76,108.06,39.76,52.21
4,68.04,66.16,108.87,39.9,50.56
4,67.85,59.22,102.92,40.02,50.94
4,67.39,62.25,105.65,40.16,49.36
4,67.26,64.55,116.02,40.33,44.58
4,67.23,63.19,114.71,40.5,48.98
3,68.05,69.45,98.95,40.6,63.37
3,67.88,59.91,95.42,40.69,63.01
4,68.78,64.53,112.57,40.84,48.16
4,69.16,69.77,116.26,41.01,47.78
3,70.27,70.04,100.25,41.12,63.35
4,70.38,64.99,110.5,41.26,53.73
4,70.56,57.88,99.06,41.36,57.61
4,71.81,72.93,117.71,41.54,47.8
4,71.34,62.23,101.63,41.64,57.86
4,71.27,70.57,113.64,41.8,48.56
3,71.3,67.05,101.26,41.9,64.85
3,71.12,69.49,103.49,42.01,61.08
3,70.43,63.12,97.04,42.1,65.89
4,69.1,65.9,115.09,42.26,49.72
4,67.56,66.71,114.41,42.41,48.33
3,65.83,55.48,92.31,42.48,61.81
4,63.78,59.84,112.54,42.62,44.79
3,61.05,53.28,89.35,42.67,57.1
4,58.56,54.4,106.31,42.79,43.54
4,56.46,57.28,101.0,42.89,43.44
3,53.22,49.04,85.18,42.92,51.82
3,51.32,46.7,88.11,42.97,47.39
3,48.18,48.25,87.95,43.01,43.25
3,45.94,42.62,75.75,42.69,50.92
3,43.34,41.87,79.95,42.7,39.43
2,41.54,41.46,61.2,42.38,56.34
2,39.93,36.4,55.75,42.07,59.09
3,37.77,33.78,70.83,41.76,38.17
3,36.65,34.31,75.49,41.76,40.21
2,36.35,31.09,53.5,41.46,54.56
3,36.26,34.22,70.19,41.17,35.87
3,37.25,31.36,71.68,40.88,37.19
3,36.84,33.64,72.02,40.59,39.78
3,37.9,35.39,72.87,40.31,37.27
3,38.6,33.37,72.25,40.03,37.93
3,38.41,38.44,78.46,40.06,36.17
3,39.76,32.77,70.97,39.79,43.21
2,40.14,37.1,65.58,39.52,51.7
3,41.39,37.32,77.45,39.54,40.37
2,40.78,34.98,58.35,39.28,58.26
3,41.13,34.58,70.68,39.02,42.66
3,41.48,38.88,79.17,39.06,42.61
2,41.38,34.73,58.45,38.8,56.16
3,41.06,39.78,77.89,38.83,36.37
3,41.26,35.0,74.43,38.85,43.1
3,41.34,37.01,83.43,38.9,38.87
3,41.57,43.71,80.69,38.94,39.74
3,40.48,33.8,70.24,38.69,43.91
2,39.66,33.72,54.51,38.44,58.36
3,38.03,35.4,71.81,38.45,41.68
2,37.4,38.44,57.17,38.2,58.17
2,35.91,36.14,62.03,37.97,49.03
2,35.63,30.19,54.78,37.73,52.81
2,34.57,28.21,53.96,37.5,52.54
2,34.2,34.21,56.43,37.28,47.44
2,33.79,33.27,55.67,37.06,49.5
2,34.02,34.76,53.89,36.84,50.23
2,34.44,29.7,54.9,36.63,53.1
2,34.97,35.42,58.0,36.42,48.7
3,35.89,35.19,67.53,36.42,41.43
3,37.95,33.68,78.81,36.47,32.08
2,40.12,31.93,55.49,36.26,60.03
3,42.04,37.27,69.44,36.27,46.97
2,44.28,38.65,61.04,36.07,60.31
3,47.04,38.5,73.48,36.1,49.52
3,49.07,46.54,82.51,36.16,48.82
3,51.14,52.33,89.19,36.25,45.27
3,54.51,46.93,79.35,36.3,57.79
4,56.7,47.61,96.24,36.42,41.7
4,58.97,56.22,101.44,36.55,42.53
3,62.11,52.33,85.6,36.63,62.42
4,64.3,56.92,105.25,36.78,51.28
4,64.84,62.01,108.94,36.94,47.72
3,65.92,57.82,94.95,37.05,60.9
3,67.02,59.91,92.14,37.15,61.78
4,67.4,58.55,105.29,37.29,54.89
4,66.63,57.9,111.5,37.47,47.38
4,67.21,61.64,109.93,37.63,47.1
4,66.8,60.8,109.3,37.79,47.58
4,66.1,64.07,104.12,37.93,51.97
4,66.19,59.54,107.41,38.09,47.12
4,66.1,59.38,111.29,38.25,48.16
3,65.54,57.8,89.95,38.33,58.61
3,64.71,54.08,90.09,38.41,61.23
4,64.66,65.57,112.49,38.58,43.69
4,64.69,58.45,107.78,38.73,51.0
4,63.96,60.54,112.37,38.9,44.81
3,63.87,53.74,83.4,38.95,62.89
3,64.81,58.48,92.87,39.04,56.69
4,65.36,60.73,105.32,39.17,49.13
3,66.06,62.43,88.48,39.24,65.06
3,67.04,61.74,97.96,39.35,61.14
3,68.43,68.28,96.51,39.45,64.71
4,70.08,61.35,106.81,39.59,52.33
4,72.17,63.12,113.48,39.76,51.86
3,73.5,68.9,101.04,39.87,64.4
4,74.48,61.51,108.08,40.01,55.64
4,75.86,60.25,107.24,40.15,55.34
4,77.37,72.9,114.38,40.32,57.14
4,77.77,67.42,114.26,40.49,53.05
4,78.53,68.6,118.19,40.66,56.0
4,77.99,69.58,117.8,40.84,52.93
4,77.77,76.97,118.28,41.02,54.56
4,77.84,73.54,118.87,41.2,53.15
4,76.86,60.73,111.42,41.35,54.9
3,74.73,70.43,104.65,41.47,64.33
4,73.14,72.31,122.41,41.66,44.98
4,71.57,67.7,112.14,41.81,53.26
4,69.88,71.0,116.8,41.97,50.85
4,67.76,60.54,108.23,42.11,47.43
4,65.69,55.27,108.78,42.24,47.47
4,63.12,57.61,102.96,42.35,48.33
4,60.17,52.94,101.6,42.45,47.89
4,58.11,56.04,103.6,42.56,46.1
4,56.57,47.78,102.21,42.66,39.35
3,54.84,52.14,90.18,42.72,48.63
2,53.17,45.42,66.93,42.4,72.57
3,52.0,49.17,81.88,42.42,53.08
2,51.23,44.37,66.58,42.11,74.48
2,49.48,45.02,65.77,41.8,67.31
2,49.38,44.17,65.6,41.5,67.98
3,48.76,46.7,79.84,41.52,47.68
3,48.96,43.34,77.75,41.53,46.15
3,48.57,39.21,78.84,41.55,45.67
3,49.15,40.72,72.22,41.25,53.47
3,50.02,47.59,83.65,41.28,49.74
2,49.64,41.17,65.13,40.99,71.88
2,50.22,42.14,67.35,40.7,66.98
3,50.93,44.78,85.97,40.75,47.64
2,50.99,46.29,61.99,40.47,73.09
3,51.67,50.81,81.53,40.5,53.67
3,50.93,48.79,82.42,40.54,48.19
3,49.26,46.92,86.29,40.59,45.99
2,48.83,46.74,63.16,40.31,68.6
2,47.97,39.23,63.73,40.04,68.35
2,46.77,46.65,65.69,39.76,67.0
3,44.33,38.19,78.96,39.79,46.74
2,42.86,41.13,59.35,39.53,62.44
2,41.57,38.05,60.49,39.26,57.95
3,39.31,38.4,78.88,39.29,38.84
3,37.9,33.68,71.56,39.29,40.17
2,36.42,37.94,57.26,39.04,53.52
3,34.39,31.05,72.07,39.04,34.79
3,32.19,30.21,72.63,39.05,29.85
3,31.5,31.63,71.89,39.05,32.14
2,31.03,30.58,56.81,38.8,39.16
2,30.85,28.79,57.76,38.55,38.85
2,30.79,26.02,51.18,38.31,47.79
2,30.09,30.18,53.58,38.07,44.09
2,29.99,28.14,49.51,37.83,45.99
3,30.26,30.39,73.08,37.85,30.75
3,31.42,31.66,70.45,37.85,27.69
2,32.6,27.83,53.17,37.62,49.98
2,34.41,35.31,59.82,37.39,43.04
3,36.17,33.8,68.04,37.17,40.21
3,38.66,35.54,65.33,36.95,41.18
2,40.86,39.07,61.53,36.74,55.67
3,42.81,39.78,76.89,36.77,45.85
2,45.18,47.36,65.31,36.56,59.76
3,46.93,43.66,85.85,36.63,44.25
3,48.62,46.41,86.6,36.71,43.54
2,50.05,43.63,65.79,36.5,69.81
3,52.09,42.25,79.35,36.55,52.39
2,53.7,45.33,60.23,36.34,83.29
2,54.21,50.18,67.4,36.34,75.8
3,54.39,46.31,83.43,36.41,52.23
3,54.57,50.51,86.36,36.49,53.85
3,54.93,43.85,82.69,36.55,57.52
3,54.62,54.07,93.19,36.65,45.58
3,54.68,54.77,91.49,36.75,48.79
2,54.01,50.35,65.95,36.54,76.28
3,53.85,49.58,83.12,36.6,57.41
2,53.88,48.47,68.7,36.6,69.24
2,54.16,44.31,63.34,36.39,78.51
3,54.78,49.76,77.79,36.44,56.3
4,55.3,51.34,100.89,36.57,41.61
4,55.55,44.92,95.15,36.68,44.36
4,56.04,49.58,100.04,36.81,39.15
4,56.57,47.17,99.58,36.94,41.5
4,57.77,49.75,102.39,37.08,43.12
4,59.38,57.57,106.87,37.23,41.78
4,61.71,54.54,103.91,37.38,42.53
4,63.73,60.88,113.02,37.55,45.28
3,65.92,60.15,92.74,37.65,58.72
4,67.33,56.5,107.18,37.8,49.19
4,69.37,67.61,114.84,37.99,47.76
4,71.82,72.24,117.68,38.18,48.9
4,72.98,64.05,112.31,38.35,52.56
4,75.69,72.89,115.42,38.53,50.57
4,76.34,72.89,117.79,38.72,52.0
4,77.66,65.4,111.62,38.88,57.14
4,78.98,70.1,114.8,39.06,56.93
4,79.3,79.62,126.34,39.28,51.27
4,79.28,78.68,123.25,39.49,54.02
4,78.25,73.79,116.3,39.67,57.47
4,77.06,77.21,120.29,39.86,50.81
4,76.26,71.54,119.12,40.05,56.39
4,75.22,64.07,109.19,40.19,57.69
4,73.04,60.82,105.33,40.32,56.24
4,71.7,66.39,113.23,40.48,52.99
4,70.98,59.99,107.22,40.62,55.52
4,68.55,66.73,116.87,40.79,46.43
4,67.01,56.88,105.52,40.92,51.86
4,64.97,56.41,109.22,41.06,46.7
4,63.29,57.05,104.7,41.19,46.69
4,62.32,54.05,103.35,41.3,50.06
4,60.59,56.98,103.29,41.42,44.51
4,58.96,53.86,104.29,41.54,42.44
3,57.59,58.5,93.42,41.61,53.38
4,56.78,47.83,104.76,41.73,38.65
4,56.77,49.27,98.65,41.82,44.01
4,56.56,54.38,99.34,41.92,41.69
4,55.23,52.62,103.86,42.03,41.18
4,55.27,53.71,98.06,42.12,42.3
4,55.7,51.21,102.33,42.23,41.26
4,55.77,50.19,107.97,42.36,40.77
3,56.46,54.67,83.48,42.39,55.06
4,56.87,48.76,102.12,42.49,43.58
4,57.19,51.47,102.11,42.6,40.58
4,57.26,48.31,101.73,42.7,41.28
4,56.43,49.42,97.71,42.78,42.92
4,55.28,53.4,109.87,42.92,37.99
4,55.39,51.88,103.85,43.02,41.15
3,53.57,46.98,82.97,43.05,51.04
3,53.23,45.99,80.22,43.06,51.67
3,52.36,45.55,79.88,43.07,50.07
2,49.9,51.91,70.96,42.75,63.12
2,47.29,42.74,64.29,42.43,67.12
3,45.36,41.21,74.7,42.11,45.35
2,43.03,33.58,55.73,41.8,62.62
2,41.24,36.65,61.84,41.5,56.24
2,38.49,33.55,56.69,41.2,58.54
3,37.22,36.95,76.23,41.21,34.28
2,35.16,33.55,53.1,40.92,51.48
3,33.22,29.54,71.84,40.63,30.72
3,31.52,30.45,68.05,40.35,35.62
2,30.3,27.5,50.86,40.08,46.41
3,28.81,22.78,71.27,39.8,27.3
2,27.91,29.89,55.31,39.54,40.08
3,28.09,25.0,63.53,39.28,25.44
2,28.6,23.82,41.7,39.02,44.62
2,29.33,26.5,51.18,38.77,46.07
2,29.88,27.17,54.0,38.52,43.88
2,31.66,32.06,61.19,38.28,39.0
2,33.06,29.98,56.59,38.04,44.63
3,34.53,35.31,73.61,38.05,35.29
2,36.17,33.59,58.8,37.82,49.21
2,37.85,36.65,62.88,37.59,48.32
2,39.67,36.7,57.21,37.36,55.91
2,41.26,42.11,61.71,37.14,56.78
3,42.55,39.81,76.97,37.17,42.92
2,43.77,41.7,63.19,36.95,62.79
3,44.52,40.97,76.3,36.99,45.24
3,45.15,38.34,74.54,37.01,47.37
3,44.94,40.28,74.37,37.04,48.62
2,45.29,35.74,55.96,36.82,72.15
2,45.71,42.73,68.87,36.83,58.69
3,45.88,37.32,73.91,36.85,41.94
2,45.39,36.82,62.85,36.64,65.94
3,45.05,41.05,71.89,36.66,46.3
2,44.91,44.98,68.95,36.66,60.35
3,44.62,36.75,72.85,36.68,47.24
3,43.9,40.61,74.17,36.71,42.75
3,43.26,39.02,77.67,36.75,41.07
2,43.62,41.94,63.86,36.54,63.93
2,43.37,42.1,63.85,36.33,60.28
3,43.14,39.11,80.17,36.38,40.27
2,45.25,41.42,66.66,36.18,62.13
2,46.81,42.64,62.38,35.98,66.22
3,48.18,46.84,79.43,36.03,47.83
2,49.41,47.28,62.97,35.83,72.87
3,51.82,49.15,82.22,35.9,50.44
4,55.08,49.12,99.0,36.03,41.48
4,57.57,51.87,100.34,36.16,42.19
4,61.39,58.85,102.82,36.31,50.08
4,62.98,53.68,103.6,36.45,46.78
4,65.75,56.17,107.02,36.61,51.35
4,68.1,63.17,113.6,36.8,48.37
3,70.5,69.88,96.92,36.91,64.77
4,73.41,67.72,118.0,37.11,48.58
4,75.5,64.88,111.06,37.29,57.6
4,77.22,78.98,123.94,37.51,48.22
4,77.46,75.68,119.77,37.71,53.71
4,79.15,70.75,118.29,37.91,55.45
4,79.86,74.19,121.47,38.12,55.05
4,79.72,77.6,124.47,38.34,57.47
4,79.27,72.11,121.12,38.54,57.21
4,79.09,73.21,117.54,38.73,58.12
4,78.24,69.83,119.69,38.93,59.18
4,77.21,66.65,115.93,39.11,55.42
4,75.47,72.34,118.56,39.3,52.93
4,74.43,69.78,115.34,39.47,54.43
3,73.13,72.35,94.12,39.56,68.47
4,71.4,69.9,118.47,39.75,50.54
3,70.38,70.68,102.72,39.87,64.46
4,69.63,63.03,106.2,40.01,49.21
4,68.99,67.1,116.95,40.18,44.3
3,68.79,68.9,100.48,40.29,56.82
4,67.68,61.32,108.85,40.44,49.19
3,66.69,59.07,89.04,40.5,61.94
4,67.68,68.24,109.38,40.65,54.04
4,68.3,58.08,105.39,40.77,47.24
4,69.33,64.23,112.39,40.93,50.53
3,70.47,66.51,92.69,41.0,68.41
3,71.55,63.21,101.14,41.11,59.38
4,72.73,70.15,114.53,41.27,49.65
4,73.44,67.98,115.63,41.44,53.0
4,73.33,65.83,111.18,41.58,51.93
4,73.7,72.22,116.69,41.75,56.17
3,73.36,71.41,97.55,41.84,67.62
4,72.14,62.01,112.23,41.99,52.12
4,71.29,65.89,109.09,42.12,56.61
4,69.7,65.87,107.5,42.25,54.87
3,68.04,58.81,93.63,42.32,60.98
4,65.76,60.05,110.53,42.46,47.17
4,64.55,59.55,108.14,42.59,45.8
4,62.61,57.82,106.62,42.71,42.02
4,60.73,61.49,109.12,42.84,43.08
4,57.89,57.18,108.05,42.96,40.25
3,55.08,49.78,84.31,42.99,54.12
3,51.97,49.12,81.5,43.01,49.4
2,48.8,49.38,70.14,42.69,65.85
3,46.27,41.91,86.43,42.73,41.79
2,44.39,37.14,59.41,42.41,65.5
3,42.49,38.96,76.64,42.41,44.04
2,40.77,33.59,57.43,42.1,62.47
3,38.37,31.94,73.85,41.79,35.51
3,36.95,37.61,71.52,41.49,39.78
2,35.77,33.59,58.22,41.19,48.54
2,35.16,31.47,53.66,40.9,53.32
3,34.24,32.46,72.53,40.61,33.44
3,33.95,28.04,62.16,40.33,35.95
2,34.69,33.44,60.97,40.06,45.86
2,34.88,32.19,57.26,39.78,50.78
3,35.36,34.82,75.61,39.8,37.07
2,36.52,34.38,60.13,39.53,47.7
3,37.44,35.4,74.22,39.54,35.08
3,38.58,35.94,76.39,39.56,38.9
3,39.09,38.07,80.12,39.59,37.92
2,40.65,32.84,55.81,39.33,61.16
3,41.45,33.92,67.32,39.07,47.0
3,41.63,34.46,69.34,38.82,44.78
3,41.44,38.28,74.71,38.83,43.95
2,41.02,36.17,54.93,38.59,61.25
3,40.3,40.19,72.5,38.59,43.94
3,39.94,34.81,70.11,38.35,44.44
3,39.76,35.83,74.81,38.37,41.83
3,39.3,34.82,72.39,38.38,40.7
2,38.44,38.44,66.14,38.14,51.81
3,36.86,30.65,75.03,38.16,34.93
3,35.86,32.54,68.56,37.92,34.03
2,35.24,33.89,59.64,37.69,48.7
3,33.53,27.08,65.6,37.46,35.22
2,32.94,32.19,60.23,37.24,42.74
2,32.99,28.42,44.81,37.02,57.28
2,32.25,32.33,52.51,36.8,49.21
2,31.72,29.24,53.99,36.59,47.2
3,32.75,27.0,65.68,36.38,36.15
2,33.79,33.19,53.65,36.17,51.09
2,34.47,30.86,55.67,35.97,51.3
3,36.01,35.15,77.25,36.02,33.48
2,38.74,38.99,63.29,35.82,50.76
3,40.3,41.84,74.68,35.85,38.27
3,42.72,37.5,77.2,35.9,44.84
3,44.87,43.14,84.11,35.97,42.23
3,48.33,42.33,82.05,36.03,45.62
3,50.93,50.38,85.05,36.1,51.04
3,52.63,49.32,86.27,36.18,49.53
4,55.5,51.03,104.48,36.33,44.21
3,58.01,57.15,86.15,36.41,55.44
4,60.08,55.1,104.07,36.56,44.19
3,62.05,55.75,88.86,36.64,58.32
4,63.39,63.39,113.7,36.83,45.26
4,64.53,60.66,112.72,37.01,47.55
4,65.24,61.69,112.17,37.18,45.94
4,65.37,61.25,105.71,37.33,49.05
4,66.03,62.0,113.38,37.51,45.18
3,65.67,58.3,90.99,37.6,63.01
4,65.48,56.33,99.94,37.73,52.15
4,65.13,62.29,111.69,37.9,46.93
4,64.27,57.34,98.41,38.01,50.24
3,64.48,54.25,85.04,38.07,61.3
3,64.29,52.12,87.44,38.15,64.2
4,63.07,61.21,112.61,38.32,45.15
4,62.45,63.18,107.85,38.47,44.73
3,62.39,54.23,91.2,38.55,54.9
3,61.79,54.61,83.38,38.61,62.74
3,62.11,60.73,97.11,38.71,52.22
4,62.88,58.82,104.54,38.85,44.67
4,63.93,54.49,103.55,38.98,45.83
3,64.71,59.41,96.52,39.08,54.51
3,65.52,62.61,95.74,39.18,58.65
3,66.54,62.91,103.63,39.31,55.65
3,67.3,67.54,96.23,39.41,63.17
4,68.92,61.85,113.97,39.58,50.89
4,70.2,65.95,111.49,39.74,51.7
4,71.67,69.42,113.01,39.9,53.2
4,73.25,66.32,113.12,40.06,54.54
4,74.22,65.97,118.64,40.25,49.05
4,74.92,65.18,112.54,40.41,52.19
4,75.81,68.97,120.35,40.59,52.88
4,76.47,77.33,122.53,40.79,54.24
4,77.07,72.92,117.96,40.97,51.73
4,76.23,70.74,115.74,41.14,52.5
4,75.0,72.72,116.83,41.31,52.37
4,73.68,61.27,106.62,41.43,57.92
4,72.06,70.85,114.96,41.6,53.14
3,70.25,59.11,96.46,41.68,63.55
4,67.98,58.23,110.77,41.83,49.47
4,65.52,61.75,111.23,41.97,46.03
4,63.08,55.16,97.64,42.06,51.2
4,60.71,52.63,100.92,42.16,46.88
4,58.62,55.8,107.97,42.29,38.8
4,55.84,57.22,101.26,42.39,41.93
2,53.16,47.85,62.09,42.08,82.35
2,50.85,47.09,63.89,41.77,71.2
2,48.7,49.24,67.01,41.47,69.69
3,47.61,45.25,80.54,41.49,46.5
2,46.39,47.19,69.67,41.19,58.56
2,46.2,43.19,58.76,40.9,68.77
3,46.66,46.88,84.21,40.94,45.52
3,46.27,40.66,79.42,40.97,45.89
2,46.86,42.18,61.66,40.68,70.33
2,47.29,44.1,65.96,40.4,64.68
3,47.9,42.48,79.75,40.42,45.0
3,48.84,44.67,77.77,40.44,53.84
3,49.98,42.71,78.45,40.46,52.74
3,50.47,48.76,81.23,40.49,50.72
3,51.08,44.59,79.79,40.52,50.94
3,51.63,45.27,78.94,40.54,52.51
3,52.1,49.97,89.35,40.61,47.44
3,51.64,46.8,80.45,40.64,49.87
3,51.69,48.06,83.73,40.68,45.9
2,51.47,49.25,72.26,40.39,64.65
2,49.98,48.46,73.08,40.12,62.37
3,48.68,48.04,80.12,40.15,49.81
3,47.27,44.9,81.15,40.18,49.35
2,44.91,34.6,53.5,39.91,73.47
2,43.06,35.83,55.84,39.64,69.59
3,42.11,37.63,70.59,39.38,44.29
3,40.52,38.23,81.31,39.42,36.29
3,38.64,33.72,73.67,39.42,37.81
3,36.24,33.36,69.55,39.16,40.45
2,35.09,32.21,53.27,38.91,52.73
2,34.6,32.45,57.38,38.66,48.62
3,33.64,30.27,72.92,38.67,31.74
3,33.44,29.17,67.31,38.42,36.33
2,33.18,26.78,47.33,38.18,56.21
2,33.45,31.75,56.79,37.94,49.61
2,33.97,30.98,54.09,37.71,47.51
3,35.1,33.57,70.09,37.71,37.81
3,36.36,31.37,64.79,37.49,43.84
2,38.04,34.44,52.41,37.26,59.44
3,40.27,31.88,64.82,37.04,42.23
3,42.73,41.8,85.81,37.11,39.07
3,45.21,42.1,81.11,37.16,43.13
2,47.2,45.63,67.18,36.94,63.75
3,48.87,46.94,82.47,37.0,49.34
2,51.21,48.24,65.79,36.79,71.76
3,52.73,45.18,83.11,36.85,50.06
2,54.14,46.95,72.38,36.87,72.88
3,56.55,56.33,90.91,36.96,50.54
4,57.58,48.5,100.76,37.09,45.63
3,58.53,53.16,89.73,37.18,50.77
4,59.43,56.12,103.76,37.32,41.13
3,59.91,55.23,90.96,37.41,57.76
4,59.81,59.95,108.22,37.57,43.23
4,60.27,53.01,104.93,37.71,46.8
4,60.8,55.72,103.89,37.85,47.14
3,60.86,61.24,93.88,37.95,59.14
3,60.68,53.82,84.74,38.01,58.25
4,59.5,48.06,100.77,38.13,47.82
4,58.08,57.83,105.08,38.28,39.88
4,57.41,50.41,96.37,38.38,46.0
3,57.29,57.79,92.6,38.47,49.29
3,57.1,50.39,89.69,38.55,52.53
4,57.44,49.52,98.36,38.66,48.39
4,57.75,49.83,101.54,38.79,40.98
4,58.4,55.33,106.04,38.93,41.24
4,59.36,58.04,109.97,39.08,38.95
3,60.91,58.18,87.52,39.15,57.36
3,61.98,58.49,92.48,39.23,60.82
4,63.91,60.08,99.01,39.35,49.36
4,66.37,64.42,114.13,39.52,44.17
4,68.64,67.67,117.75,39.7,43.75
3,70.88,65.55,90.03,39.77,71.77
4,72.89,63.61,115.17,39.94,51.98
4,74.98,64.69,117.68,40.12,51.19
4,76.73,74.25,121.87,40.32,49.9
4,78.36,70.94,116.68,40.5,57.08
4,79.21,68.56,116.0,40.67,58.85
4,80.14,69.28,115.43,40.84,57.32
4,81.03,77.46,119.55,41.02,56.53
4,81.1,70.57,113.94,41.18,58.42
4,80.57,72.8,116.87,41.35,57.11
4,80.86,79.16,119.83,41.53,59.4
4,80.24,69.6,114.04,41.69,56.09
4,78.56,75.95,119.56,41.86,56.24
4,76.9,66.9,111.6,42.01,56.34
4,75.28,71.64,115.46,42.17,51.73
4,73.82,72.03,114.02,42.32,56.43
4,71.41,63.43,115.12,42.48,50.19
4,68.76,57.45,104.22,42.59,52.52
4,66.93,58.39,106.17,42.71,49.87
4,64.82,53.97,100.63,42.81,49.27
4,63.86,58.04,108.31,42.93,45.99
3,61.96,56.4,93.42,43.0,59.12
3,60.66,56.04,93.13,43.06,58.21
4,60.44,59.96,112.18,43.2,42.89
4,59.89,51.73,103.56,43.31,46.1
3,59.29,57.68,90.97,43.36,55.1
4,59.02,47.97,91.65,43.42,50.51
4,58.94,52.09,99.17,43.51,44.11
4,59.24,54.15,101.04,43.6,44.79
4,60.06,49.0,91.76,43.65,45.8
4,60.61,55.95,103.8,43.76,46.28
4,60.82,51.38,105.23,43.87,45.87
3,60.55,52.35,87.32,43.9,59.77
3,60.47,54.86,94.21,43.97,54.7
4,60.57,53.07,100.71,44.05,49.25
4,60.56,55.72,101.06,44.14,45.74
4,60.05,52.26,100.1,44.23,44.33
3,58.26,55.03,89.08,44.27,54.25
4,56.82,55.48,102.3,44.36,46.52
4,55.8,48.83,99.58,44.45,40.53
3,53.96,47.05,84.99,44.47,53.11
3,52.28,45.41,81.65,44.48,48.43
2,50.09,48.85,74.74,44.13,58.6
3,47.7,49.05,81.08,44.14,47.16
2,45.17,41.13,60.8,43.79,66.19
3,42.59,39.22,73.6,43.46,43.19
3,40.32,32.68,73.74,43.12,42.75
2,37.97,36.05,59.66,42.8,54.11
2,35.89,33.86,60.38,42.48,45.65
2,33.71,28.11,54.73,42.16,49.37
2,32.42,32.15,54.68,41.85,46.76
2,30.8,27.1,51.07,41.55,46.53
3,29.97,26.06,64.97,41.25,33.18
2,29.09,25.5,54.53,40.96,42.12
3,29.9,28.09,71.55,40.67,27.71
2,29.57,27.86,48.56,40.39,46.47
2,30.2,28.81,53.88,40.11,40.37
2,31.11,28.26,54.07,39.84,43.93
3,32.27,32.44,77.06,39.86,29.65
3,33.22,26.82,67.38,39.59,32.95
3,35.47,30.01,69.53,39.33,32.04
2,36.99,33.77,53.14,39.07,58.35
3,38.88,33.74,73.14,39.08,38.56
3,40.03,34.55,69.19,38.83,47.02
3,40.92,41.23,82.43,38.87,32.33
3,42.53,40.53,79.17,38.91,41.17
3,43.68,37.71,76.95,38.93,45.46
2,44.49,39.69,59.8,38.68,64.27
3,45.59,46.22,80.56,38.72,44.94
3,45.85,44.55,79.81,38.76,47.33
2,46.05,44.4,73.33,38.77,58.51
2,46.08,42.42,67.28,38.52,60.73
2,45.75,43.35,58.58,38.28,72.05
3,45.31,44.81,80.02,38.32,46.11
2,44.35,40.84,64.31,38.08,59.73
3,44.1,42.07,73.55,38.09,47.49
2,44.24,42.05,65.4,37.86,54.76
3,43.85,42.62,78.61,37.9,43.59
2,42.98,40.25,64.27,37.66,54.2
3,43.11,37.37,72.27,37.68,42.61
3,43.13,42.8,82.05,37.73,41.77
2,43.32,43.42,66.74,37.5,60.17
2,44.46,35.72,56.92,37.27,63.96
3,45.91,45.2,82.65,37.33,41.31
3,47.53,45.22,82.16,37.39,43.71
3,49.01,42.58,80.43,37.43,47.56
2,51.6,45.91,69.85,37.44,66.67
2,54.36,53.99,81.24,37.49,62.31
4,57.21,50.85,102.11,37.62,41.89
4,59.77,59.56,109.19,37.78,41.75
4,62.02,59.5,108.78,37.94,41.48
4,64.76,62.45,108.75,38.1,44.12
3,67.36,63.25,95.08,38.2,58.76
3,69.15,64.04,100.37,38.32,59.28
4,72.1,67.92,110.7,38.49,51.99
4,73.67,64.15,111.68,38.65,55.11
4,74.73,70.39,112.13,38.82,53.66
4,75.18,68.49,116.22,39.0,51.57
4,76.04,68.75,109.73,39.16,57.19
4,77.0,76.47,120.32,39.35,52.66
4,76.65,70.44,117.45,39.54,53.38
4,76.32,75.51,118.13,39.72,53.45
4,76.06,70.12,116.95,39.9,54.39
4,75.4,64.87,109.14,40.05,52.58
4,74.57,70.68,114.55,40.22,53.16
4,74.04,64.2,115.29,40.38,54.38
4,72.81,65.9,113.26,40.55,51.96
4,71.62,64.12,110.06,40.69,52.71
4,70.53,61.21,107.19,40.83,54.11
4,68.45,62.94,111.48,40.98,52.88
4,66.92,63.5,109.04,41.12,45.45
3,67.1,58.85,88.93,41.18,67.69
4,66.11,65.35,114.94,41.34,46.15
4,65.03,62.48,108.65,41.48,48.54
4,64.57,58.93,104.44,41.6,48.49
4,64.07,53.5,100.91,41.7,48.92
4,64.59,68.53,108.34,41.83,47.28
4,65.74,61.49,109.84,41.97,48.86
4,65.64,62.64,108.82,42.1,47.0
4,65.09,62.64,107.13,42.23,44.39
3,65.52,61.2,92.19,42.3,62.38
3,66.52,62.55,98.21,42.38,61.08
3,66.38,64.43,101.83,42.49,56.9
3,65.91,56.18,88.61,42.54,63.52
3,66.05,63.18,99.09,42.63,55.78
4,66.29,59.19,106.82,42.75,49.41
4,65.51,61.47,110.43,42.89,43.12
4,64.58,65.7,113.07,43.03,44.1
4,63.76,59.46,102.75,43.13,47.28
3,62.48,54.83,86.29,43.17,64.04
3,60.78,54.47,89.72,43.22,59.32
4,59.03,62.7,104.34,43.33,43.81
